100
9	36	12	0
9	40	20	0
9	42	16	0
9	46	3	2
9	48	13	0
9	51	23	1
9	52	29	0
9	53	18	0
9	56	14	2
9	57	14	1
9	62	13	2
9	63	11	1
9	64	27	0
9	66	22	1
9	68	22	2
9	69	25	2
9	70	25	2
9	71	5	1
9	72	2	0
9	73	12	0
9	81	8	1
9	82	8	1
9	83	16	0
9	85	15	2
9	87	17	0
9	89	28	1
9	91	24	0
9	92	8	0
9	95	12	2
9	96	19	1
9	99	1	0
10	3	19	1
10	5	1	2
10	7	23	0
10	9	9	2
10	12	3	1
10	16	13	0
10	17	16	1
10	18	7	2
10	19	22	2
10	20	13	0
10	21	14	1
10	22	15	1
10	24	9	1
10	25	12	2
10	29	1	1
10	33	22	1
10	34	25	2
10	35	0	2
10	37	7	2
10	38	4	2
10	40	28	0
10	41	10	1
10	42	17	2
10	43	12	1
10	45	4	1
10	46	5	2
10	47	4	1
10	55	25	0
10	56	8	0
10	57	10	1
10	61	15	0
10	62	5	1
10	64	21	2
10	66	26	0
10	67	22	1
10	70	7	0
10	71	19	0
10	72	28	1
10	75	25	1
10	76	18	0
10	87	6	0
10	89	5	1
10	94	11	2
10	95	8	1
10	98	22	1
10	99	3	1
11	3	10	2
11	4	25	0
11	7	6	1
11	8	29	0
11	13	0	0
11	15	7	1
11	17	16	2
11	31	0	0
11	34	17	0
11	37	16	2
11	38	12	0
11	41	15	0
11	42	0	1
11	43	16	0
11	47	25	0
11	52	19	2
11	57	18	2
11	59	11	0
11	60	0	1
11	63	14	0
11	65	5	1
11	67	3	0
11	68	17	1
11	73	7	1
11	74	20	0
11	75	17	0
11	77	27	0
11	78	9	2
11	81	18	0
11	82	21	1
11	84	4	1
11	87	4	2
11	88	21	0
11	89	0	2
11	95	20	0
11	96	0	0
11	97	12	1
11	99	4	1
12	1	17	2
12	4	11	1
12	8	19	0
12	10	3	1
12	18	22	1
12	19	2	1
12	22	1	2
12	23	2	2
12	25	4	1
12	26	10	2
12	27	19	0
12	29	12	1
12	30	14	2
12	32	16	0
12	34	1	2
12	37	21	0
12	39	18	0
12	41	9	2
12	44	0	2
12	46	14	2
12	47	13	0
12	49	5	1
12	51	25	1
12	53	29	2
12	54	28	1
12	59	15	1
12	60	28	1
12	65	22	1
12	68	25	0
12	70	7	2
12	73	17	0
12	75	20	0
12	76	23	0
12	78	25	2
12	79	11	0
12	82	5	1
12	83	20	1
12	84	27	2
12	85	4	1
12	86	26	0
12	87	3	0
12	89	3	1
12	90	16	1
12	91	2	0
12	92	22	2
12	96	15	0
12	99	4	2
13	7	4	2
13	8	14	2
13	11	0	0
13	15	27	2
13	17	12	2
13	18	25	2
13	19	22	1
13	21	7	1
13	22	21	1
13	23	24	1
13	25	4	1
13	27	23	0
13	30	2	2
13	31	3	1
13	32	9	1
13	33	20	2
13	34	13	1
13	35	17	2
13	36	11	0
13	38	6	2
13	39	27	0
13	40	13	2
13	42	8	0
13	47	24	0
13	48	20	1
13	50	23	2
13	51	1	2
13	52	22	2
13	53	29	1
13	54	12	2
13	55	16	0
13	56	11	0
13	57	23	2
13	58	15	1
13	60	18	2
13	63	20	2
13	66	9	0
13	68	5	2
13	70	20	2
13	71	3	2
13	76	29	1
13	78	5	2
13	83	11	2
13	86	14	2
13	87	14	2
13	89	5	2
13	90	8	2
13	91	28	2
13	92	4	2
13	96	22	2
13	99	23	1
14	0	0	0
14	2	20	1
14	5	5	0
14	6	20	2
14	7	11	2
14	9	9	0
14	17	2	2
14	19	24	2
14	20	9	1
14	22	10	1
14	24	23	0
14	26	16	2
14	28	15	1
14	29	27	2
14	32	29	0
14	34	20	2
14	39	15	0
14	41	19	1
14	42	20	0
14	46	18	2
14	47	23	0
14	48	29	2
14	51	3	1
14	52	7	2
14	54	13	1
14	57	19	2
14	58	17	2
14	59	13	1
14	61	8	2
14	62	22	1
14	64	1	0
14	73	24	0
14	74	13	0
14	79	4	2
14	80	22	2
14	84	24	2
14	85	1	1
14	87	22	2
14	88	29	0
14	91	21	2
14	92	2	2
14	93	22	0
14	95	23	0
14	98	27	1
15	0	23	2
15	4	22	2
15	7	0	1
15	8	14	0
15	9	23	2
15	11	7	1
15	13	27	2
15	17	9	1
15	18	22	2
15	20	9	1
15	22	13	1
15	24	15	1
15	28	4	2
15	30	13	2
15	31	29	2
15	32	22	1
15	33	17	2
15	36	24	2
15	37	26	1
15	39	5	0
15	40	7	2
15	43	1	1
15	44	13	1
15	45	12	2
15	48	1	0
15	50	25	1
15	51	28	0
15	52	25	1
15	55	16	2
15	56	1	0
15	58	5	2
15	64	9	1
15	69	0	2
15	71	7	0
15	74	16	1
15	76	17	1
15	77	20	0
15	78	21	1
15	79	22	0
15	83	24	1
15	87	5	0
15	88	3	0
15	89	11	0
15	93	15	1
15	94	21	2
15	95	22	0
15	96	23	0
15	97	1	1
15	98	12	0
16	0	20	2
16	2	24	2
16	3	20	0
16	6	7	0
16	10	13	0
16	21	29	0
16	22	22	1
16	23	18	2
16	24	18	2
16	30	28	0
16	31	11	2
16	33	7	0
16	37	7	2
16	39	15	2
16	40	22	2
16	42	28	2
16	43	13	2
16	44	9	2
16	45	4	2
16	47	9	1
16	49	7	2
16	52	0	1
16	53	2	2
16	54	12	1
16	56	24	0
16	57	15	1
16	58	7	2
16	59	16	0
16	60	28	1
16	62	4	0
16	66	16	1
16	67	27	0
16	68	23	1
16	72	29	2
16	75	12	2
16	76	28	0
16	79	22	2
16	81	26	2
16	85	20	0
16	86	2	1
16	89	8	0
16	91	14	2
16	92	5	1
16	94	8	0
16	96	7	2
16	98	5	1
16	99	21	2
17	0	12	2
17	1	9	0
17	3	9	2
17	4	15	2
17	5	1	1
17	6	9	0
17	8	5	1
17	9	11	0
17	10	16	1
17	11	16	2
17	13	12	2
17	14	2	2
17	15	9	1
17	18	26	2
17	22	20	1
17	23	18	1
17	24	28	1
17	25	24	1
17	27	26	0
17	28	9	0
17	29	21	0
17	30	5	0
17	35	16	1
17	36	18	0
17	37	11	0
17	38	9	2
17	42	6	2
17	44	12	0
17	45	24	1
17	47	15	2
17	50	10	1
17	52	14	0
17	53	13	0
17	54	25	2
17	55	16	2
17	56	27	2
17	58	12	2
17	60	17	1
17	63	29	2
17	64	9	1
17	65	16	1
17	66	9	0
17	67	29	2
17	73	26	0
17	74	8	1
17	75	1	0
17	77	28	0
17	79	0	0
17	81	15	2
17	82	25	2
17	83	20	1
17	86	26	0
17	87	27	1
17	88	16	0
17	92	29	0
17	94	7	2
17	97	7	0
18	5	10	2
18	6	27	2
18	9	18	2
18	10	7	2
18	12	22	1
18	13	25	2
18	15	22	2
18	17	26	2
18	19	19	0
18	21	23	1
18	22	21	0
18	25	25	0
18	26	22	2
18	30	14	0
18	31	25	1
18	32	25	2
18	33	19	0
18	36	22	1
18	38	17	2
18	40	25	1
18	41	21	1
18	43	20	1
18	44	25	1
18	45	2	1
18	48	1	2
18	50	25	1
18	51	17	0
18	52	27	2
18	53	19	0
18	55	14	2
18	56	24	1
18	58	4	0
18	59	20	2
18	61	25	0
18	62	29	0
18	63	2	0
18	64	1	0
18	68	18	0
18	74	26	0
18	76	3	2
18	78	18	0
18	79	7	1
18	82	13	2
18	86	17	1
18	87	23	0
18	88	17	0
18	90	26	0
18	93	25	0
18	96	0	0
18	97	26	0
18	98	29	1
18	99	11	2
19	0	1	2
19	2	12	1
19	3	14	1
19	4	24	0
19	5	3	0
19	6	26	2
19	10	22	2
19	12	2	1
19	13	22	1
19	14	24	2
19	18	19	0
19	22	14	1
19	26	24	2
19	27	15	1
19	28	21	0
19	30	2	2
19	32	11	2
19	33	18	0
19	40	18	2
19	48	6	1
19	49	23	2
19	50	15	2
19	51	4	2
19	53	26	1
19	55	23	1
19	56	26	2
19	57	27	0
19	59	2	1
19	60	17	0
19	64	13	1
19	66	8	2
19	67	14	0
19	68	29	2
19	69	20	2
19	70	14	1
19	71	22	0
19	72	25	2
19	73	27	2
19	74	14	2
19	75	6	2
19	76	7	0
19	77	28	0
19	79	19	2
19	80	19	1
19	82	29	1
19	84	5	2
19	85	3	1
19	86	6	0
19	87	19	2
19	89	9	0
19	90	27	1
19	92	26	2
19	94	4	1
19	95	2	1
19	96	25	1
19	97	21	1
20	0	0	1
20	5	10	0
20	7	5	2
20	8	16	2
20	10	13	0
20	14	9	1
20	15	9	1
20	23	21	2
20	24	22	0
20	26	8	2
20	28	26	0
20	29	2	2
20	32	27	1
20	36	11	1
20	37	7	0
20	40	7	0
20	43	13	0
20	44	15	2
20	45	14	1
20	47	7	1
20	48	9	1
20	49	5	1
20	50	16	2
20	51	21	1
20	54	7	2
20	58	20	1
20	60	8	2
20	61	23	0
20	64	29	2
20	66	4	0
20	68	24	2
20	72	12	1
20	73	18	1
20	74	0	0
20	75	26	1
20	77	8	1
20	78	24	1
20	79	6	0
20	80	16	1
20	81	18	1
20	82	17	2
20	85	2	0
20	86	22	0
20	87	0	0
20	88	11	0
20	90	11	0
20	92	17	2
20	93	7	1
20	94	27	0
20	97	28	2
20	99	22	0
21	2	28	1
21	5	21	0
21	7	2	0
21	8	5	0
21	9	6	1
21	10	14	1
21	13	7	1
21	16	29	0
21	18	23	1
21	23	21	2
21	24	10	0
21	25	17	1
21	26	20	0
21	27	14	1
21	28	4	2
21	29	14	1
21	31	15	1
21	32	18	1
21	38	20	1
21	41	13	2
21	42	4	0
21	43	27	1
21	44	10	2
21	45	4	0
21	46	8	0
21	49	18	1
21	53	10	1
21	54	15	0
21	57	22	1
21	58	27	2
21	63	10	2
21	64	19	2
21	65	21	0
21	66	23	1
21	67	8	2
21	68	26	2
21	70	12	2
21	71	7	1
21	74	25	1
21	79	10	2
21	80	3	2
21	85	12	1
21	86	12	0
21	87	5	2
21	88	25	0
21	91	11	1
21	92	0	2
21	93	21	0
21	94	23	2
21	95	23	2
21	96	27	0
21	97	17	2
21	98	18	1
22	1	4	1
22	2	7	1
22	4	8	0
22	5	27	0
22	6	23	0
22	7	10	0
22	8	5	1
22	10	15	1
22	12	1	2
22	13	21	1
22	14	10	1
22	15	13	1
22	16	22	1
22	17	20	1
22	18	21	0
22	19	14	1
22	23	19	2
22	28	17	2
22	35	2	1
22	37	15	1
22	39	17	0
22	44	9	2
22	45	25	2
22	47	2	0
22	48	1	2
22	51	18	1
22	53	4	2
22	55	18	1
22	58	25	2
22	59	9	0
22	61	7	2
22	62	12	2
22	63	20	1
22	64	7	1
22	66	16	2
22	67	18	1
22	68	28	1
22	71	21	0
22	72	20	0
22	73	13	2
22	74	8	1
22	75	17	2
22	78	1	1
22	80	11	2
22	81	15	0
22	85	9	1
22	87	14	2
22	89	27	2
22	91	12	1
22	95	21	2
22	96	13	1
22	98	12	0
23	1	0	1
23	2	23	1
23	3	2	0
23	5	6	1
23	8	0	1
23	9	14	0
23	12	2	2
23	13	24	1
23	16	18	2
23	17	18	1
23	20	21	2
23	21	21	2
23	22	19	2
23	24	17	0
23	25	19	0
23	33	0	0
23	34	14	2
23	35	9	0
23	41	25	0
23	42	26	0
23	43	21	2
23	44	29	1
23	47	9	1
23	49	18	0
23	50	19	2
23	52	21	0
23	53	25	2
23	54	5	2
23	55	18	0
23	57	21	1
23	62	25	1
23	63	4	0
23	66	20	0
23	67	8	0
23	68	3	2
23	72	25	2
23	73	15	2
23	74	20	1
23	75	29	0
23	77	4	2
23	78	13	1
23	80	28	2
23	82	15	1
23	84	22	2
23	85	28	0
23	88	22	0
23	89	14	2
23	90	3	1
23	91	14	2
23	93	12	0
23	94	26	0
23	95	29	0
23	96	1	0
23	98	9	2
24	0	21	1
24	1	22	2
24	3	26	1
24	4	12	0
24	7	26	0
24	10	9	1
24	14	23	0
24	15	15	1
24	16	18	2
24	17	28	1
24	20	22	0
24	21	10	0
24	23	17	0
24	25	19	1
24	26	20	1
24	27	26	2
24	29	15	1
24	31	22	1
24	33	10	2
24	34	10	0
24	36	28	2
24	47	9	2
24	54	0	1
24	55	3	0
24	57	12	2
24	61	12	1
24	63	26	2
24	66	13	1
24	67	25	1
24	68	5	2
24	70	25	0
24	73	18	1
24	74	17	1
24	75	18	2
24	78	10	0
24	79	14	1
24	80	21	0
24	82	25	0
24	83	26	0
24	91	18	0
24	92	25	2
24	93	11	0
24	95	21	0
24	97	17	2
24	98	14	1
24	99	14	1
25	2	25	2
25	5	22	2
25	7	9	2
25	9	23	0
25	10	12	2
25	12	4	1
25	13	4	1
25	17	24	1
25	18	25	0
25	21	17	1
25	23	19	0
25	24	19	1
25	26	13	0
25	27	18	0
25	29	4	0
25	32	4	2
25	33	2	1
25	34	13	0
25	35	0	1
25	37	28	1
25	38	26	1
25	41	12	1
25	43	17	1
25	44	19	1
25	45	3	2
25	47	22	2
25	51	19	2
25	52	29	0
25	53	28	2
25	54	20	1
25	59	26	2
25	60	18	2
25	61	22	1
25	62	11	2
25	63	24	0
25	64	7	1
25	67	22	1
25	69	7	2
25	70	17	2
25	71	9	2
25	72	13	0
25	73	9	0
25	74	12	1
25	77	22	1
25	78	15	0
25	82	10	1
25	86	12	0
25	87	1	1
25	88	8	0
25	91	9	0
25	94	9	1
25	97	21	1
25	98	23	0
25	99	22	1
26	4	18	2
26	5	21	1
26	7	7	0
26	12	10	2
26	14	16	2
26	18	22	2
26	19	24	2
26	20	8	2
26	21	20	0
26	24	20	1
26	25	13	0
26	28	26	2
26	30	0	0
26	32	2	2
26	33	15	0
26	35	3	2
26	36	8	0
26	37	23	1
26	38	10	0
26	40	24	0
26	41	18	1
26	42	16	1
26	43	24	2
26	44	3	2
26	48	3	2
26	50	25	2
26	51	15	1
26	54	18	0
26	58	23	1
26	60	28	0
26	61	13	1
26	62	29	0
26	65	19	1
26	66	4	2
26	67	8	2
26	68	3	1
26	70	24	0
26	73	26	2
26	75	10	2
26	78	15	0
26	82	1	0
26	83	22	0
26	89	9	0
26	90	6	0
26	92	17	0
26	93	11	0
26	94	3	2
26	96	18	2
26	97	12	1
27	2	26	2
27	5	7	0
27	6	10	2
27	7	27	2
27	8	27	2
27	12	19	0
27	13	23	0
27	17	26	0
27	19	15	1
27	21	14	1
27	24	26	2
27	25	18	0
27	28	7	1
27	30	2	1
27	32	18	0
27	33	8	2
27	34	11	0
27	36	2	0
27	37	6	1
27	39	10	0
27	40	22	0
27	41	13	1
27	42	0	0
27	44	11	2
27	47	23	2
27	55	16	0
27	56	21	2
27	57	19	0
27	62	22	2
27	64	16	2
27	66	20	1
27	67	29	2
27	70	7	1
27	71	3	1
27	73	25	0
27	75	8	1
27	76	13	0
27	77	27	0
27	81	21	0
27	82	15	1
27	86	5	0
27	87	0	1
27	90	16	2
27	92	15	0
27	94	4	0
27	95	12	2
27	96	22	2
27	97	19	0
27	98	16	0
28	1	11	1
28	2	25	2
28	5	23	1
28	8	5	1
28	9	15	2
28	14	15	1
28	15	4	2
28	17	9	0
28	19	21	0
28	20	26	0
28	21	4	2
28	22	17	2
28	26	26	2
28	27	7	1
28	31	24	2
28	34	16	1
28	35	29	1
28	43	10	1
28	44	28	1
28	46	13	2
28	47	18	0
28	48	16	1
28	49	7	0
28	50	12	0
28	51	11	1
28	52	4	0
28	55	29	1
28	56	29	0
28	57	22	2
28	58	18	0
28	60	7	2
28	63	17	2
28	68	17	1
28	75	28	0
28	76	13	0
28	77	24	0
28	80	1	2
28	82	2	1
28	83	21	1
28	84	5	1
28	85	22	2
28	86	17	2
28	87	0	1
28	88	29	2
28	89	18	0
28	91	8	1
28	94	2	0
28	95	16	0
28	97	25	1
29	1	0	1
29	2	15	0
29	3	16	0
29	5	19	1
29	7	24	0
29	8	9	1
29	10	1	1
29	12	12	1
29	14	27	2
29	17	21	0
29	20	2	2
29	21	14	1
29	24	15	1
29	25	4	0
29	32	23	2
29	35	25	1
29	40	17	0
29	41	3	0
29	43	21	2
29	45	1	0
29	47	9	1
29	48	18	2
29	49	9	2
29	52	18	1
29	54	18	0
29	62	15	0
29	63	23	2
29	70	5	0
29	72	11	0
29	73	3	1
29	75	4	2
29	76	11	0
29	78	12	2
29	81	14	1
29	83	24	1
29	84	11	2
29	85	9	0
29	87	26	0
29	89	3	1
29	90	20	1
29	91	14	1
29	92	29	1
29	94	7	1
29	95	28	0
29	96	4	1
29	97	24	1
29	99	11	0
30	5	29	0
30	6	16	0
30	7	2	2
30	12	14	2
30	13	2	2
30	15	13	2
30	16	28	0
30	17	5	0
30	18	14	0
30	19	2	2
30	26	0	0
30	27	2	1
30	36	20	2
30	37	24	1
30	41	24	0
30	42	26	1
30	45	28	2
30	47	25	2
30	49	28	2
30	50	8	0
30	51	10	1
30	53	22	1
30	54	11	1
30	56	26	2
30	57	25	1
30	61	26	0
30	65	21	0
30	68	21	0
30	69	14	2
30	71	22	1
30	74	3	2
30	75	25	0
30	78	13	1
30	79	7	1
30	80	0	0
30	81	29	1
30	82	10	0
30	84	7	1
30	85	0	0
30	88	24	2
30	92	11	0
30	93	1	2
30	94	2	2
30	95	0	1
30	98	18	1
30	99	22	0
31	0	10	2
31	1	7	1
31	2	28	1
31	3	3	2
31	4	19	2
31	5	24	0
31	6	17	2
31	7	12	0
31	11	0	0
31	13	3	1
31	15	29	2
31	16	11	2
31	18	25	1
31	21	15	1
31	24	22	1
31	28	24	2
31	35	2	1
31	36	0	0
31	37	6	2
31	39	26	0
31	40	29	2
31	42	23	0
31	43	7	1
31	44	4	2
31	47	13	1
31	48	6	1
31	51	4	2
31	52	6	1
31	54	16	1
31	56	20	2
31	58	6	1
31	59	12	2
31	65	12	2
31	66	26	0
31	67	18	1
31	72	25	0
31	73	3	1
31	75	1	0
31	76	9	2
31	80	1	0
31	81	28	2
31	84	0	2
31	85	27	0
31	87	19	0
31	88	6	2
31	90	9	0
31	91	17	1
31	92	3	0
31	94	19	1
31	97	20	1
32	2	19	2
32	3	10	2
32	4	4	0
32	5	0	1
32	7	17	2
32	9	24	0
32	12	16	0
32	13	9	1
32	14	29	0
32	15	22	1
32	18	25	2
32	19	11	2
32	20	27	1
32	21	18	1
32	25	4	2
32	26	2	2
32	27	18	0
32	29	23	2
32	33	16	0
32	34	27	2
32	35	19	1
32	40	28	2
32	41	9	1
32	42	28	1
32	43	26	2
32	44	27	2
32	46	0	1
32	50	11	0
32	54	16	0
32	55	29	0
32	56	14	2
32	58	12	2
32	60	21	1
32	61	11	0
32	65	14	0
32	69	2	1
32	71	8	2
32	73	3	1
32	76	7	0
32	78	25	1
32	79	3	1
32	80	7	1
32	81	14	2
32	84	2	1
32	85	10	1
32	86	20	1
32	89	17	1
32	91	13	0
32	97	3	0
32	99	27	1
33	3	18	2
33	4	3	0
33	5	19	0
33	6	2	0
33	7	19	0
33	8	28	2
33	9	1	1
33	10	22	1
33	13	20	2
33	15	17	2
33	16	7	0
33	18	19	0
33	19	18	0
33	23	0	0
33	24	10	2
33	25	2	1
33	26	15	0
33	27	8	2
33	32	16	0
33	34	11	2
33	35	18	0
33	39	0	1
33	41	10	2
33	45	19	2
33	46	27	0
33	47	7	0
33	49	3	0
33	52	20	1
33	53	1	2
33	56	25	1
33	60	7	1
33	65	9	0
33	66	19	2
33	67	22	2
33	70	26	0
33	71	12	1
33	72	0	1
33	74	28	2
33	76	21	1
33	77	17	1
33	78	22	0
33	79	29	1
33	80	8	0
33	81	6	0
33	83	13	2
33	86	13	2
33	88	8	1
33	90	5	0
33	91	5	2
33	92	9	0
33	93	9	2
33	94	22	2
33	95	7	0
33	96	12	1
33	97	12	1
34	1	26	2
34	3	1	2
34	4	2	2
34	7	20	0
34	10	25	2
34	11	17	0
34	12	1	2
34	13	13	1
34	14	20	2
34	23	14	2
34	24	10	0
34	25	13	0
34	27	11	0
34	28	16	1
34	32	27	2
34	33	11	2
34	36	20	2
34	37	4	2
34	41	3	0
34	45	10	0
34	46	11	2
34	47	10	0
34	49	20	0
34	51	12	0
34	52	22	1
34	55	1	0
34	62	11	2
34	65	18	2
34	66	26	0
34	69	3	0
34	71	12	0
34	74	12	1
34	75	28	0
34	76	7	0
34	77	6	0
34	79	23	2
34	80	29	1
34	83	22	0
34	87	20	2
34	88	27	1
34	89	26	2
34	93	7	0
34	95	5	2
34	96	17	2
34	97	23	0
34	98	20	0
35	5	8	0
35	6	5	1
35	9	23	1
35	10	0	2
35	13	17	2
35	17	16	1
35	22	2	1
35	23	9	0
35	25	0	1
35	26	3	2
35	28	29	1
35	29	25	1
